GDP per Capita,Life Expectancy,Innovation Index,Renewable Energy Share (%),Corruption Perception Index,Political Stability Index,Literacy Rate (%),Carbon Emissions per Capita,Overall Development Index
38079.471765888884,63.07742864633445,0.7299983109899704,63.81445683721739,29.89120412044165,8.472365776964198,87.07776015587976,0.8532220467113372,0.5766302749245953
95120.7163345817,61.65192336809911,0.18451199559871156,45.92924535341931,9.481777516205803,4.945170437193704,94.05509375481584,16.570092393531745,0.5704293949572004
73467.4002393291,56.165386937600104,0.3466396943698862,96.44985248639408,12.635922497221596,1.9546561063218582,73.15899376895004,4.986151645188153,0.5889679729682692
60267.18993550662,71.25433345355208,0.6632806368578182,21.89784509842382,18.06711281809218,7.366417866100926,64.45893658367038,5.678747287117378,0.5688609221591444
16445.845403801213,66.68184561780201,0.48208934452447993,58.78564159989407,20.365333436494836,4.186781356832957,65.94232871777308,4.524905566977311,0.43213156801398156
16443.457513284062,80.29953473134013,0.7385710386348938,70.02100149902226,24.226180921054407,5.946274834524972,84.8474129182197,16.80167910443924,0.544973719329844
6750.2776046517465,51.12383531687204,0.9612079012228597,82.55644893453817,25.54600289634944,1.0726529017393882,78.3779016995748,19.578039908126044,0.48752773108155034
86751.43843171858,72.53537746442942,0.1165466877151975,40.697103042800705,45.57163454875359,6.315839895159923,74.32470654886285,15.103733018600707,0.5924316178138421
60510.38616257767,76.70321074790463,0.7095677163980609,68.69219076574815,50.95731908260412,3.735504889451243,60.1387039388087,16.471557209383803,0.676595974382074
71099.1852018085,76.58202992159075,0.23034415563211452,30.320147138428275,30.887920812635596,3.3418974971849447,93.77278437494516,12.410009210386754,0.5326370273182647
3037.8649352844423,81.01258884834337,0.41447672740756925,43.547609236182026,90.72964199207281,9.799155787778012,89.05102237537031,10.575498167929574,0.48767363118635226
97021.07536403743,75.51618099903229,0.032862725795139824,89.56271312033992,55.31397233389546,4.3243064276024725,57.03193008696148,14.431560095810301,0.6866004771659868
