Year,Country,GDP_per_capita,Inflation_rate,Unemployment_rate,Trade_balance,FDI_inflow,Debt_to_GDP_ratio,Savings_rate,GDP_growth
2018,USA,65869.19630243794,5.965876330889782,8.02612720741225,11.075245722092617,41.81867893311243,49.53699811816058,30.21795291897425,3.8329364395114944
2004,India,61946.837518872766,1.225656977418832,13.533470758063679,0.9018736515519734,23.432441695401124,72.8328172841294,36.26724106976566,1.8880953333384767
1997,Brazil,23053.920543701974,4.1345130739210365,13.193668663818663,-0.9605861256586987,13.689118646223786,130.66395175706782,40.81040290294259,-6.058021080967416
2010,USA,60344.16144083225,3.993469682648544,11.607615259022554,-2.6787226382500133,44.05857966016956,123.80295158095531,20.30973073049006,-0.8425559933679014
2008,USA,5021.612897831811,2.2265223117398985,8.957025250173356,9.528701349134586,10.636694387125056,54.73148413643869,5.293643469299915,-2.4088023034779322
2012,Germany,6149.7076248617195,4.637322441985812,18.51982708116973,11.851698119994992,47.41769997158328,51.79025758795891,26.57836567001092,0.429147735173536
2000,China,44165.95564978622,3.6549439712347964,8.776094119080344,10.597274075913525,11.075452897267713,49.55186923910357,5.713409541810514,-0.0350163323220718
2000,India,28711.884244394416,3.747135202175734,10.745525659433277,5.206397343941724,31.070476198708434,64.10085426875271,9.139302980185997,-3.4568243842795203
2013,India,30119.954675344565,7.520752298985608,14.527935126221548,-10.879147620939772,11.931230391919769,84.7658335430191,19.701006013928676,-1.5725121892237368
2013,Brazil,41688.67089412736,2.621002162299365,12.23136432473499,-6.693900915239633,27.737764583463104,77.02681036410482,24.672742230207973,-1.2498195265688796
1992,Brazil,17465.859613470937,6.597669609125877,8.897061598194554,-13.618108089540677,34.51478136584193,48.37551584159419,17.576124855334186,0.2885853365826805
2011,India,18764.097793256093,5.921171426868881,10.405961437760666,12.924722249703422,10.32116861018674,36.958683292670344,31.183936992711853,-1.2007628799361891
1991,Brazil,36499.10315622621,5.89687886720974,16.506173903509605,4.823955890727312,26.523403352333283,21.6351156232054,7.490740514814283,2.052093456678551
2013,Germany,54026.480382351096,6.798569788346871,7.728195643272412,7.390886529397246,23.98392747511583,40.015221026645506,11.506086960781312,2.6842260560858984
2019,India,45267.3538414932,5.709629343858713,5.4183390762058625,-5.652847812533132,4.480833648763721,111.69632812523537,36.28662803399451,-4.564568426618375
1991,Brazil,24328.078135394528,8.852923591040653,8.32377443110621,10.369605668320272,41.097083066089844,51.67301401492578,11.396338411906298,-0.1417564010720599
2010,India,32971.91653807988,6.918010873527468,17.442081663294324,-7.211901488745644,17.448437631499242,80.91823531579627,33.78988407066901,-3.835164633997744
2022,China,16093.209305749897,5.696150888028187,4.512825152557893,-14.95068728662651,29.154527680042097,96.86914936002181,7.4608079339014495,-0.7393761732917743
2001,USA,9850.93793191031,8.382749642732627,19.85883324733168,-3.707551124379181,26.224427511723587,135.28931736810893,23.332202560361317,-10.530094505949618
2011,India,55875.2426483697,6.258392366868057,12.197049281770262,2.122844428772204,26.14976472395167,135.55116279114452,12.983426155453206,-3.1618645558988057
2014,USA,22250.181597232648,3.2658703539592007,19.7423776474406,-0.6388542610343233,6.253897316215885,116.94538537857667,9.933632714083389,-9.496546385345539
2016,Brazil,16554.815210331133,2.4674017226774265,18.96293917546162,10.86228427729791,21.750618453217307,24.570408966305184,30.51647525755524,2.1387879866712405
2017,USA,49955.173612005754,1.9471139637954487,10.697833141585585,-11.837841421314991,23.16597120112194,94.75915448110393,46.77510974025298,-1.1830713513706872
2005,India,45173.35882866709,9.044824519187966,6.374348268290935,1.6147032190117656,36.948499177857975,122.25585120809585,7.465417156559697,-3.7564469945686096
2004,China,46157.325690875165,7.246286602081625,5.803041201607353,0.3893804946272219,42.160922764114225,22.247445819237218,23.96994116981154,3.9493059726736837
1992,Brazil,19878.149315029885,9.405095162561047,7.079819185789278,-6.5582105348351085,27.70413162690088,91.45899977535518,36.83909469854497,-3.733217955333872
1996,India,20121.960006574263,6.2312721542919585,15.072254889597135,9.666843377310318,5.252364749184533,131.50933895218384,25.820952425952214,-8.871599061324842
2010,Brazil,19352.170936066545,4.997308374201669,7.6401499104352935,7.58545967646619,12.605624059230767,81.6332698594947,41.29231757473603,-7.61742721446946
1998,Germany,16293.918718049143,1.0673066452234485,8.80422958327307,6.985775619954929,9.081767315783821,20.5338063766683,13.084039213885927,-2.886299424243656
2007,USA,47622.03871650766,6.880601674687283,10.62923966790845,11.285774348086683,7.106138096267112,21.431736583628968,48.181739226248325,-1.2312835678181067
1993,Germany,60121.03254121109,6.030983217798196,18.52495556716476,6.683538018645635,18.92906563227257,74.16268486378758,22.332318249764324,-6.170824310896727
2014,India,52080.63552898298,9.906984489082404,6.219688104042383,-8.044761248558206,12.24028160556472,40.151126764178095,20.37063348249238,-2.2681991093413636
2003,China,56486.08619443531,2.772008388931309,3.085451394366653,6.166881349490733,11.696852478764102,106.37858542212375,44.35726075264247,-3.341908626023322
1998,Brazil,31311.897890537988,5.542004875224941,4.021638976428893,-5.768915598304684,3.679965554237115,112.14390443780002,30.374016435129494,-6.944135846924576
2015,USA,47514.92669917988,6.68409468362169,18.381027808562003,-7.7347604895758835,1.8658321949762602,43.12437340988171,28.23999538562697,-2.1431525967168223
1991,Brazil,28025.355628910344,6.623616160052264,14.007779902337173,-12.80989221301118,6.035643889839308,135.50932750818305,37.714006378779395,-9.95686305953701
2009,India,39157.8004279616,5.832288658009826,7.641690528572715,7.3208574104303,9.43767649175802,77.44801984726035,31.092540722649066,-3.106637008523881
2017,Brazil,36306.26502476605,7.880816098108642,6.012272517190249,6.330028858494337,22.118202713561953,38.56996798695008,12.313204014070191,-1.0856968919344219
1996,USA,16497.664434350536,2.447321490504756,8.002534522830944,-7.965015669777188,26.015492803643387,119.3527077490214,35.33889302892183,-4.468641888159068
1997,India,30160.119421816,7.39345840260695,4.951547763271762,7.48137050172468,7.889003990494913,122.69668500218047,11.006099567695781,-2.846550219678624
2024,Brazil,67648.44790635281,6.387478428614347,19.0060594748355,12.53522649280659,21.814383734685126,103.10841144650948,41.26359674003279,-3.3605917068211664
2003,China,21157.716751471235,9.012713562048447,16.331504964209536,-11.759131275252622,17.74569327397044,130.95052191633192,49.538146897052194,-7.2212736048345345
2006,India,13697.242858166766,8.548347170819026,10.860650007513193,-8.020900848396751,9.987758531399846,115.85848636398727,21.982443123864932,-8.97888743186796
1993,India,32207.740405555793,3.4938968717592562,17.704364286958434,7.507823822619464,1.3351966592698141,134.68674583950877,25.014015419090565,-7.09256526857501
1991,China,56371.95283090963,3.1242545872639544,7.2407894729849485,-6.764799794787653,23.883875459565346,76.40544630311233,7.089514496726554,0.8436833476415355
1995,Germany,42839.634935698195,9.825706576598254,15.19104966402729,3.7399192285115035,34.59693571399477,117.18762665292752,5.617993463716023,-3.5262874453083106
